,right,r_d,straight,l_d,left,back,type_3
761,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum_back.jpg,air_max_vapormax
272,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold_right.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold_left.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold_back.jpg,air_force_1
117,train_set/basketball/Nike_Kyrie_4_Lucky_Charms_right.jpg,train_set/basketball/Nike_Kyrie_4_Lucky_Charms_r_d.jpg,train_set/basketball/Nike_Kyrie_4_Lucky_Charms_straight.jpg,train_set/basketball/Nike_Kyrie_4_Lucky_Charms_l_d.jpg,train_set/basketball/Nike_Kyrie_4_Lucky_Charms_left.jpg,train_set/basketball/Nike_Kyrie_4_Lucky_Charms_back.jpg,basketball
394,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Snakeskin_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Snakeskin_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Snakeskin_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Snakeskin_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Snakeskin_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Snakeskin_back.jpg,air_max_vapormax
667,train_set/air_force_1/Nike_Air_Force_1_Low_What_The_LA_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_What_The_LA_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_What_The_LA_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_What_The_LA_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_What_The_LA_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_What_The_LA_back.jpg,air_force_1
254,train_set/air_max_90/Nike_Air_Max_90_Lahar_Escape_right.jpg,train_set/air_max_90/Nike_Air_Max_90_Lahar_Escape_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Lahar_Escape_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_Lahar_Escape_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Lahar_Escape_left.jpg,train_set/air_max_90/Nike_Air_Max_90_Lahar_Escape_back.jpg,air_max_90
728,train_set/air_max/Nike_Air_Max_95_Wolf_Grey_Grape_right.jpg,train_set/air_max/Nike_Air_Max_95_Wolf_Grey_Grape_r_d.jpg,train_set/air_max/Nike_Air_Max_95_Wolf_Grey_Grape_straight.jpg,train_set/air_max/Nike_Air_Max_95_Wolf_Grey_Grape_l_d.jpg,train_set/air_max/Nike_Air_Max_95_Wolf_Grey_Grape_left.jpg,train_set/air_max/Nike_Air_Max_95_Wolf_Grey_Grape_back.jpg,air_max
797,train_set/air_max/Nike_Air_Max_98_Black_Anthracite_Black_Sole_right.jpg,train_set/air_max/Nike_Air_Max_98_Black_Anthracite_Black_Sole_r_d.jpg,train_set/air_max/Nike_Air_Max_98_Black_Anthracite_Black_Sole_straight.jpg,train_set/air_max/Nike_Air_Max_98_Black_Anthracite_Black_Sole_l_d.jpg,train_set/air_max/Nike_Air_Max_98_Black_Anthracite_Black_Sole_left.jpg,train_set/air_max/Nike_Air_Max_98_Black_Anthracite_Black_Sole_back.jpg,air_max
4,train_set/air_max_90/Nike_Air_Max_90_Reverse_Duck_Camo_2020_right.jpg,train_set/air_max_90/Nike_Air_Max_90_Reverse_Duck_Camo_2020_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Reverse_Duck_Camo_2020_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_Reverse_Duck_Camo_2020_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Reverse_Duck_Camo_2020_left.jpg,train_set/air_max_90/Nike_Air_Max_90_Reverse_Duck_Camo_2020_back.jpg,air_max_90
250,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Tokyo_2020_right.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Tokyo_2020_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Tokyo_2020_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Tokyo_2020_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Tokyo_2020_left.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Tokyo_2020_back.jpg,air_max_90
268,train_set/basketball/Nike_Blazer_Mid_77_Vintage_Racer_Blue_right.jpg,train_set/basketball/Nike_Blazer_Mid_77_Vintage_Racer_Blue_r_d.jpg,train_set/basketball/Nike_Blazer_Mid_77_Vintage_Racer_Blue_straight.jpg,train_set/basketball/Nike_Blazer_Mid_77_Vintage_Racer_Blue_l_d.jpg,train_set/basketball/Nike_Blazer_Mid_77_Vintage_Racer_Blue_left.jpg,train_set/basketball/Nike_Blazer_Mid_77_Vintage_Racer_Blue_back.jpg,basketball
309,train_set/basketball/Nike_Blazer_Mid_Strangers_Things_Upside_Down_Pack_right.jpg,train_set/basketball/Nike_Blazer_Mid_Strangers_Things_Upside_Down_Pack_r_d.jpg,train_set/basketball/Nike_Blazer_Mid_Strangers_Things_Upside_Down_Pack_straight.jpg,train_set/basketball/Nike_Blazer_Mid_Strangers_Things_Upside_Down_Pack_l_d.jpg,train_set/basketball/Nike_Blazer_Mid_Strangers_Things_Upside_Down_Pack_left.jpg,train_set/basketball/Nike_Blazer_Mid_Strangers_Things_Upside_Down_Pack_back.jpg,basketball
644,train_set/skateboarding/Nike_Dunk_SB_Low_Concord_right.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Concord_r_d.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Concord_straight.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Concord_l_d.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Concord_left.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Concord_back.jpg,skateboarding
1129,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W6.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W7.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W8.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W9.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W10.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W11.jpg,air_max_97
245,train_set/air_max/Nike_Air_Max_98_La_Mezcla_right.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla_r_d.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla_straight.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla_l_d.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla_left.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla_back.jpg,air_max
341,train_set/running/Nike_React_Runner_ISPA_Ghost_Aqua_Total_Crimson_right.jpg,train_set/running/Nike_React_Runner_ISPA_Ghost_Aqua_Total_Crimson_r_d.jpg,train_set/running/Nike_React_Runner_ISPA_Ghost_Aqua_Total_Crimson_straight.jpg,train_set/running/Nike_React_Runner_ISPA_Ghost_Aqua_Total_Crimson_l_d.jpg,train_set/running/Nike_React_Runner_ISPA_Ghost_Aqua_Total_Crimson_left.jpg,train_set/running/Nike_React_Runner_ISPA_Ghost_Aqua_Total_Crimson_back.jpg,running
1112,train_set/air_max/Nike_Air_Max_270_Bowfin_Triple_Black6.jpg,train_set/air_max/Nike_Air_Max_270_Bowfin_Triple_Black7.jpg,train_set/air_max/Nike_Air_Max_270_Bowfin_Triple_Black8.jpg,train_set/air_max/Nike_Air_Max_270_Bowfin_Triple_Black9.jpg,train_set/air_max/Nike_Air_Max_270_Bowfin_Triple_Black10.jpg,train_set/air_max/Nike_Air_Max_270_Bowfin_Triple_Black11.jpg,air_max
1280,"train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""6.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""7.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""8.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""9.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""10.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""11.jpg",skateboarding
1222,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE_Desert_Ore6.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE_Desert_Ore7.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE_Desert_Ore8.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE_Desert_Ore9.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE_Desert_Ore10.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE_Desert_Ore11.jpg,air_max_90
478,train_set/basketball/Nike_Air_Fear_of_God_Raid_Light_Bone_right.jpg,train_set/basketball/Nike_Air_Fear_of_God_Raid_Light_Bone_r_d.jpg,train_set/basketball/Nike_Air_Fear_of_God_Raid_Light_Bone_straight.jpg,train_set/basketball/Nike_Air_Fear_of_God_Raid_Light_Bone_l_d.jpg,train_set/basketball/Nike_Air_Fear_of_God_Raid_Light_Bone_left.jpg,train_set/basketball/Nike_Air_Fear_of_God_Raid_Light_Bone_back.jpg,basketball
524,train_set/air_max_97/Nike_Air_Max_97_Matrix_right.jpg,train_set/air_max_97/Nike_Air_Max_97_Matrix_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Matrix_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_Matrix_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Matrix_left.jpg,train_set/air_max_97/Nike_Air_Max_97_Matrix_back.jpg,air_max_97
509,train_set/running/Nike_Cortez_Day_of_the_Dead_2019_right.jpg,train_set/running/Nike_Cortez_Day_of_the_Dead_2019_r_d.jpg,train_set/running/Nike_Cortez_Day_of_the_Dead_2019_straight.jpg,train_set/running/Nike_Cortez_Day_of_the_Dead_2019_l_d.jpg,train_set/running/Nike_Cortez_Day_of_the_Dead_2019_left.jpg,train_set/running/Nike_Cortez_Day_of_the_Dead_2019_back.jpg,running
1058,train_set/air_max/Nike_Air_Max_95_Pollen_Rise6.jpg,train_set/air_max/Nike_Air_Max_95_Pollen_Rise7.jpg,train_set/air_max/Nike_Air_Max_95_Pollen_Rise8.jpg,train_set/air_max/Nike_Air_Max_95_Pollen_Rise9.jpg,train_set/air_max/Nike_Air_Max_95_Pollen_Rise10.jpg,train_set/air_max/Nike_Air_Max_95_Pollen_Rise11.jpg,air_max
1031,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W11.jpg,air_max_vapormax
1275,train_set/skateboarding/Nike_SB_Dunk_High_Baroque_Brown6.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Baroque_Brown7.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Baroque_Brown8.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Baroque_Brown9.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Baroque_Brown10.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Baroque_Brown11.jpg,skateboarding
1208,train_set/air_max_90/Nike_Air_Max_90_Camowabb6.jpg,train_set/air_max_90/Nike_Air_Max_90_Camowabb7.jpg,train_set/air_max_90/Nike_Air_Max_90_Camowabb8.jpg,train_set/air_max_90/Nike_Air_Max_90_Camowabb9.jpg,train_set/air_max_90/Nike_Air_Max_90_Camowabb10.jpg,train_set/air_max_90/Nike_Air_Max_90_Camowabb11.jpg,air_max_90
416,train_set/air_max/Nike_Air_Max_95_Antifreeze_2019_right.jpg,train_set/air_max/Nike_Air_Max_95_Antifreeze_2019_r_d.jpg,train_set/air_max/Nike_Air_Max_95_Antifreeze_2019_straight.jpg,train_set/air_max/Nike_Air_Max_95_Antifreeze_2019_l_d.jpg,train_set/air_max/Nike_Air_Max_95_Antifreeze_2019_left.jpg,train_set/air_max/Nike_Air_Max_95_Antifreeze_2019_back.jpg,air_max
873,train_set/running/Nike_Moon_Racer_Sail_Solar_Blue_right.jpg,train_set/running/Nike_Moon_Racer_Sail_Solar_Blue_r_d.jpg,train_set/running/Nike_Moon_Racer_Sail_Solar_Blue_straight.jpg,train_set/running/Nike_Moon_Racer_Sail_Solar_Blue_l_d.jpg,train_set/running/Nike_Moon_Racer_Sail_Solar_Blue_left.jpg,train_set/running/Nike_Moon_Racer_Sail_Solar_Blue_back.jpg,running
613,train_set/skateboarding/Nike_SB_Dunk_Mid_Orange_Label_right.jpg,train_set/skateboarding/Nike_SB_Dunk_Mid_Orange_Label_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Mid_Orange_Label_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_Mid_Orange_Label_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Mid_Orange_Label_left.jpg,train_set/skateboarding/Nike_SB_Dunk_Mid_Orange_Label_back.jpg,skateboarding
820,train_set/running/Nike_Tailwind_79_Battle_Blue_Gym_Red_right.jpg,train_set/running/Nike_Tailwind_79_Battle_Blue_Gym_Red_r_d.jpg,train_set/running/Nike_Tailwind_79_Battle_Blue_Gym_Red_straight.jpg,train_set/running/Nike_Tailwind_79_Battle_Blue_Gym_Red_l_d.jpg,train_set/running/Nike_Tailwind_79_Battle_Blue_Gym_Red_left.jpg,train_set/running/Nike_Tailwind_79_Battle_Blue_Gym_Red_back.jpg,running
1023,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Triple_Black6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Triple_Black7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Triple_Black8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Triple_Black9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Triple_Black10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Triple_Black11.jpg,air_max_vapormax
259,train_set/foamposite/Nike_Air_Foamposite_Pro_Sequoia_right.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_Sequoia_r_d.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_Sequoia_straight.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_Sequoia_l_d.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_Sequoia_left.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_Sequoia_back.jpg,foamposite
1122,train_set/air_max_97/Nike_Air_Max_97_White_Hot6.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Hot7.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Hot8.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Hot9.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Hot10.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Hot11.jpg,air_max_97
879,train_set/running/Nike_Daybreak_Undercover_Black_Sail_W_right.jpg,train_set/running/Nike_Daybreak_Undercover_Black_Sail_W_r_d.jpg,train_set/running/Nike_Daybreak_Undercover_Black_Sail_W_straight.jpg,train_set/running/Nike_Daybreak_Undercover_Black_Sail_W_l_d.jpg,train_set/running/Nike_Daybreak_Undercover_Black_Sail_W_left.jpg,train_set/running/Nike_Daybreak_Undercover_Black_Sail_W_back.jpg,running
1153,train_set/air_max_97/Nike_Air_Max_97_Silver_Black6.jpg,train_set/air_max_97/Nike_Air_Max_97_Silver_Black7.jpg,train_set/air_max_97/Nike_Air_Max_97_Silver_Black8.jpg,train_set/air_max_97/Nike_Air_Max_97_Silver_Black9.jpg,train_set/air_max_97/Nike_Air_Max_97_Silver_Black10.jpg,train_set/air_max_97/Nike_Air_Max_97_Silver_Black11.jpg,air_max_97
420,train_set/basketball/Nike_Blazer_Mid_Stranger_Things_Hawkins_High_School_right.jpg,train_set/basketball/Nike_Blazer_Mid_Stranger_Things_Hawkins_High_School_r_d.jpg,train_set/basketball/Nike_Blazer_Mid_Stranger_Things_Hawkins_High_School_straight.jpg,train_set/basketball/Nike_Blazer_Mid_Stranger_Things_Hawkins_High_School_l_d.jpg,train_set/basketball/Nike_Blazer_Mid_Stranger_Things_Hawkins_High_School_left.jpg,train_set/basketball/Nike_Blazer_Mid_Stranger_Things_Hawkins_High_School_back.jpg,basketball
1322,train_set/air_max_1/Nike_Air_Max_1_Have_a_Nike_Day_GS6.jpg,train_set/air_max_1/Nike_Air_Max_1_Have_a_Nike_Day_GS7.jpg,train_set/air_max_1/Nike_Air_Max_1_Have_a_Nike_Day_GS8.jpg,train_set/air_max_1/Nike_Air_Max_1_Have_a_Nike_Day_GS9.jpg,train_set/air_max_1/Nike_Air_Max_1_Have_a_Nike_Day_GS10.jpg,train_set/air_max_1/Nike_Air_Max_1_Have_a_Nike_Day_GS11.jpg,air_max_1
1085,train_set/air_max/Nike_Air_Max_720_Sea_Forest6.jpg,train_set/air_max/Nike_Air_Max_720_Sea_Forest7.jpg,train_set/air_max/Nike_Air_Max_720_Sea_Forest8.jpg,train_set/air_max/Nike_Air_Max_720_Sea_Forest9.jpg,train_set/air_max/Nike_Air_Max_720_Sea_Forest10.jpg,train_set/air_max/Nike_Air_Max_720_Sea_Forest11.jpg,air_max
1339,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi6.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi7.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi8.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi9.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi10.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi11.jpg,other
1321,train_set/air_max_1/Nike_Air_Max_1_SE_Windbreaker6.jpg,train_set/air_max_1/Nike_Air_Max_1_SE_Windbreaker7.jpg,train_set/air_max_1/Nike_Air_Max_1_SE_Windbreaker8.jpg,train_set/air_max_1/Nike_Air_Max_1_SE_Windbreaker9.jpg,train_set/air_max_1/Nike_Air_Max_1_SE_Windbreaker10.jpg,train_set/air_max_1/Nike_Air_Max_1_SE_Windbreaker11.jpg,air_max_1
779,train_set/running/Nike_Shox_TL_Neymar_right.jpg,train_set/running/Nike_Shox_TL_Neymar_r_d.jpg,train_set/running/Nike_Shox_TL_Neymar_straight.jpg,train_set/running/Nike_Shox_TL_Neymar_l_d.jpg,train_set/running/Nike_Shox_TL_Neymar_left.jpg,train_set/running/Nike_Shox_TL_Neymar_back.jpg,running
1188,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Paris_20206.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Paris_20207.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Paris_20208.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Paris_20209.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Paris_202010.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_Paris_202011.jpg,air_max_90
251,train_set/running/Nike_Air_Tailwind_79_Vast_Grey_Light_Photo_Blue_right.jpg,train_set/running/Nike_Air_Tailwind_79_Vast_Grey_Light_Photo_Blue_r_d.jpg,train_set/running/Nike_Air_Tailwind_79_Vast_Grey_Light_Photo_Blue_straight.jpg,train_set/running/Nike_Air_Tailwind_79_Vast_Grey_Light_Photo_Blue_l_d.jpg,train_set/running/Nike_Air_Tailwind_79_Vast_Grey_Light_Photo_Blue_left.jpg,train_set/running/Nike_Air_Tailwind_79_Vast_Grey_Light_Photo_Blue_back.jpg,running
1205,train_set/air_max_90/Nike_Air_Max_90_City_Pack_London_20206.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_London_20207.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_London_20208.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_London_20209.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_London_202010.jpg,train_set/air_max_90/Nike_Air_Max_90_City_Pack_London_202011.jpg,air_max_90
679,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Barely_Grey_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Barely_Grey_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Barely_Grey_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Barely_Grey_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Barely_Grey_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Barely_Grey_back.jpg,air_max_vapormax
1240,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green6.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green7.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green8.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green9.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green10.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green11.jpg,skateboarding
426,train_set/basketball/Nike_Blazer_Mid_Off-White_Grim_Reaper_right.jpg,train_set/basketball/Nike_Blazer_Mid_Off-White_Grim_Reaper_r_d.jpg,train_set/basketball/Nike_Blazer_Mid_Off-White_Grim_Reaper_straight.jpg,train_set/basketball/Nike_Blazer_Mid_Off-White_Grim_Reaper_l_d.jpg,train_set/basketball/Nike_Blazer_Mid_Off-White_Grim_Reaper_left.jpg,train_set/basketball/Nike_Blazer_Mid_Off-White_Grim_Reaper_back.jpg,basketball
79,train_set/air_force_1/Nike_Air_Force_1_Low_NYC_City_of_Athletes_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_NYC_City_of_Athletes_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_NYC_City_of_Athletes_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_NYC_City_of_Athletes_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_NYC_City_of_Athletes_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_NYC_City_of_Athletes_back.jpg,air_force_1
539,train_set/running/Nike_React_Type_GTX_Black_Bright_Ceramic_right.jpg,train_set/running/Nike_React_Type_GTX_Black_Bright_Ceramic_r_d.jpg,train_set/running/Nike_React_Type_GTX_Black_Bright_Ceramic_straight.jpg,train_set/running/Nike_React_Type_GTX_Black_Bright_Ceramic_l_d.jpg,train_set/running/Nike_React_Type_GTX_Black_Bright_Ceramic_left.jpg,train_set/running/Nike_React_Type_GTX_Black_Bright_Ceramic_back.jpg,running
477,train_set/basketball/Nike_Blazer_Mid_77_Baroque_Brown_right.jpg,train_set/basketball/Nike_Blazer_Mid_77_Baroque_Brown_r_d.jpg,train_set/basketball/Nike_Blazer_Mid_77_Baroque_Brown_straight.jpg,train_set/basketball/Nike_Blazer_Mid_77_Baroque_Brown_l_d.jpg,train_set/basketball/Nike_Blazer_Mid_77_Baroque_Brown_left.jpg,train_set/basketball/Nike_Blazer_Mid_77_Baroque_Brown_back.jpg,basketball
778,train_set/air_force_1/Nike_Air_Force_One_Low_Gore-Tex_Team_Gold_Khaki_right.jpg,train_set/air_force_1/Nike_Air_Force_One_Low_Gore-Tex_Team_Gold_Khaki_r_d.jpg,train_set/air_force_1/Nike_Air_Force_One_Low_Gore-Tex_Team_Gold_Khaki_straight.jpg,train_set/air_force_1/Nike_Air_Force_One_Low_Gore-Tex_Team_Gold_Khaki_l_d.jpg,train_set/air_force_1/Nike_Air_Force_One_Low_Gore-Tex_Team_Gold_Khaki_left.jpg,train_set/air_force_1/Nike_Air_Force_One_Low_Gore-Tex_Team_Gold_Khaki_back.jpg,air_force_1
10,train_set/air_force_1/Nike_Air_Force_1_Low_Supreme_Black_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Supreme_Black_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Supreme_Black_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Supreme_Black_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Supreme_Black_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Supreme_Black_back.jpg,air_force_1
1349,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum6.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum7.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum8.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum9.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum10.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum11.jpg,other
1203,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange6.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange7.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange8.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange9.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange10.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange11.jpg,air_max_90
616,train_set/air_max/Nike_Air_Max_270_React_Blue_Void_right.jpg,train_set/air_max/Nike_Air_Max_270_React_Blue_Void_r_d.jpg,train_set/air_max/Nike_Air_Max_270_React_Blue_Void_straight.jpg,train_set/air_max/Nike_Air_Max_270_React_Blue_Void_l_d.jpg,train_set/air_max/Nike_Air_Max_270_React_Blue_Void_left.jpg,train_set/air_max/Nike_Air_Max_270_React_Blue_Void_back.jpg,air_max
