,stockx_link,stockx_name,type_1,type_2,type_3,model,right,r_d,straight,l_d,left,back,style,colorway,retailprice,releasedate,primary_colour
550,https://stockx.com/nike-react-element-87-volt-racer-pink,Nike React Element 87 Volt Racer Pink,Other,Running,running,React Element 87,images/right/Nike_React_Element_87_Volt_Racer_Pink_right.jpg,images/r_d/Nike_React_Element_87_Volt_Racer_Pink_r_d.jpg,images/straight/Nike_React_Element_87_Volt_Racer_Pink_straight.jpg,images/l_d/Nike_React_Element_87_Volt_Racer_Pink_l_d.jpg,images/left/Nike_React_Element_87_Volt_Racer_Pink_left.jpg,images/back/Nike_React_Element_87_Volt_Racer_Pink_back.jpg,AQ1090-700,Volt/Aurora Green-Racer Pink-Black,160.0,2019-01-29,yellow
551,https://stockx.com/nike-air-force-1-type-black,Nike Air Force 1 Type Black,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Type_Black_right.jpg,images/r_d/Nike_Air_Force_1_Type_Black_r_d.jpg,images/straight/Nike_Air_Force_1_Type_Black_straight.jpg,images/l_d/Nike_Air_Force_1_Type_Black_l_d.jpg,images/left/Nike_Air_Force_1_Type_Black_left.jpg,images/back/Nike_Air_Force_1_Type_Black_back.jpg,CI0054-001,Black/Anthracite-Zinnia-Pink Tint-White,140.0,2019-07-26,black
552,https://stockx.com/nike-adapt-bb-dark-grey,Nike Adapt BB Dark Grey (US Charger),Basketball,Other,basketball,Adapt BB Dark,images/right/Nike_Adapt_BB_Dark_Grey_US_Charger_right.jpg,images/r_d/Nike_Adapt_BB_Dark_Grey_US_Charger_r_d.jpg,images/straight/Nike_Adapt_BB_Dark_Grey_US_Charger_straight.jpg,images/l_d/Nike_Adapt_BB_Dark_Grey_US_Charger_l_d.jpg,images/left/Nike_Adapt_BB_Dark_Grey_US_Charger_left.jpg,images/back/Nike_Adapt_BB_Dark_Grey_US_Charger_back.jpg,AO2582-004,Dark Grey/Multi-Color,350.0,2019-04-19,grey
553,https://stockx.com/nike-air-foamposite-one-chrome-white-w,Nike Air Foamposite One Chrome White (W),Foamposite,1,foamposite,Air Foamposite One,images/right/Nike_Air_Foamposite_One_Chrome_White_W_right.jpg,images/r_d/Nike_Air_Foamposite_One_Chrome_White_W_r_d.jpg,images/straight/Nike_Air_Foamposite_One_Chrome_White_W_straight.jpg,images/l_d/Nike_Air_Foamposite_One_Chrome_White_W_l_d.jpg,images/left/Nike_Air_Foamposite_One_Chrome_White_W_left.jpg,images/back/Nike_Air_Foamposite_One_Chrome_White_W_back.jpg,AA3963-100,White/Chrome-Blue Tint,230.0,2018-01-25,white
554,https://stockx.com/nike-cortez-stranger-things-hawkins-high-school,Nike Classic Cortez Stranger Things Hawkins High School,Other,Running,running,Classic Cortez Stranger,images/right/Nike_Classic_Cortez_Stranger_Things_Hawkins_High_School_right.jpg,images/r_d/Nike_Classic_Cortez_Stranger_Things_Hawkins_High_School_r_d.jpg,images/straight/Nike_Classic_Cortez_Stranger_Things_Hawkins_High_School_straight.jpg,images/l_d/Nike_Classic_Cortez_Stranger_Things_Hawkins_High_School_l_d.jpg,images/left/Nike_Classic_Cortez_Stranger_Things_Hawkins_High_School_left.jpg,images/back/Nike_Classic_Cortez_Stranger_Things_Hawkins_High_School_back.jpg,CJ6106-100,White/Pine Gree-Cosmic Clay-Sail,120.0,2019-06-27,white
555,https://stockx.com/nike-air-max-270-white-black,Nike Air Max 270 White Black,Air Max,270,air_max,Air Max 270,images/right/Nike_Air_Max_270_White_Black_right.jpg,images/r_d/Nike_Air_Max_270_White_Black_r_d.jpg,images/straight/Nike_Air_Max_270_White_Black_straight.jpg,images/l_d/Nike_Air_Max_270_White_Black_l_d.jpg,images/left/Nike_Air_Max_270_White_Black_left.jpg,images/back/Nike_Air_Max_270_White_Black_back.jpg,AH8050-100,White/Black-White,150.0,2018-03-20,white
556,https://stockx.com/nike-sb-dunk-low-panda-pigeon,Nike SB Dunk Low Staple Panda Pigeon,SB,SB Dunk Low,skateboarding,SB Dunk Low,images/right/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_right.jpg,images/r_d/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_r_d.jpg,images/straight/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_straight.jpg,images/l_d/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_l_d.jpg,images/left/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_left.jpg,images/back/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_back.jpg,BV1310-013,Black/White-Green Gusto,100.0,2019-01-15,black
557,https://stockx.com/nike-air-max-97-black-white,Nike Air Max 97 Black White,Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_Black_White_right.jpg,images/r_d/Nike_Air_Max_97_Black_White_r_d.jpg,images/straight/Nike_Air_Max_97_Black_White_straight.jpg,images/l_d/Nike_Air_Max_97_Black_White_l_d.jpg,images/left/Nike_Air_Max_97_Black_White_left.jpg,images/back/Nike_Air_Max_97_Black_White_back.jpg,921826-001,Black/White,160.0,2017-08-01,black
558,https://stockx.com/nike-air-fear-of-god-moccasin-particle-beige,Nike Air Fear Of God Moccasin Particle Beige,Other,Other,other,Air Fear Of,images/right/Nike_Air_Fear_Of_God_Moccasin_Particle_Beige_right.jpg,images/r_d/Nike_Air_Fear_Of_God_Moccasin_Particle_Beige_r_d.jpg,images/straight/Nike_Air_Fear_Of_God_Moccasin_Particle_Beige_straight.jpg,images/l_d/Nike_Air_Fear_Of_God_Moccasin_Particle_Beige_l_d.jpg,images/left/Nike_Air_Fear_Of_God_Moccasin_Particle_Beige_left.jpg,images/back/Nike_Air_Fear_Of_God_Moccasin_Particle_Beige_back.jpg,AT8086-200,Particle Beige/Sail-Black,170.0,2019-07-20,neutral
559,https://stockx.com/nike-moon-racer-monarch,Nike Moon Racer Monarch,Other,Running,running,Moon Racer Monarch,images/right/Nike_Moon_Racer_Monarch_right.jpg,images/r_d/Nike_Moon_Racer_Monarch_r_d.jpg,images/straight/Nike_Moon_Racer_Monarch_straight.jpg,images/l_d/Nike_Moon_Racer_Monarch_l_d.jpg,images/left/Nike_Moon_Racer_Monarch_left.jpg,images/back/Nike_Moon_Racer_Monarch_back.jpg,BV7779-800,Monarch/Sail-Amarillo,150.0,2018-11-01,brown
560,https://stockx.com/nike-kyrie-6-concepts-khepri-special-box,Nike Kyrie 6 Concepts Khepri (Special Box),Basketball,Kyrie,basketball,Kyrie 6 Concepts,images/right/Nike_Kyrie_6_Concepts_Khepri_Special_Box_right.jpg,images/r_d/Nike_Kyrie_6_Concepts_Khepri_Special_Box_r_d.jpg,images/straight/Nike_Kyrie_6_Concepts_Khepri_Special_Box_straight.jpg,images/l_d/Nike_Kyrie_6_Concepts_Khepri_Special_Box_l_d.jpg,images/left/Nike_Kyrie_6_Concepts_Khepri_Special_Box_left.jpg,images/back/Nike_Kyrie_6_Concepts_Khepri_Special_Box_back.jpg,CU8879-600,Pink Tint/Guava Ice,140.0,2019-12-27,pink
561,https://stockx.com/nike-react-presto-barely-volt,Nike React Presto Barely Volt,Other,Running,running,React Presto Barely,images/right/Nike_React_Presto_Barely_Volt_right.jpg,images/r_d/Nike_React_Presto_Barely_Volt_r_d.jpg,images/straight/Nike_React_Presto_Barely_Volt_straight.jpg,images/l_d/Nike_React_Presto_Barely_Volt_l_d.jpg,images/left/Nike_React_Presto_Barely_Volt_left.jpg,images/back/Nike_React_Presto_Barely_Volt_back.jpg,AV2605-700,Barely Volt/Hyper Crimson-Blue Gaze-Volt-White,120.0,2019-05-16,yellow
562,https://stockx.com/nike-air-more-uptempo-96-camo,Nike Air More Uptempo 96 Camo,Basketball,Other,basketball,Air More Uptempo,images/right/Nike_Air_More_Uptempo_96_Camo_right.jpg,images/r_d/Nike_Air_More_Uptempo_96_Camo_r_d.jpg,images/straight/Nike_Air_More_Uptempo_96_Camo_straight.jpg,images/l_d/Nike_Air_More_Uptempo_96_Camo_l_d.jpg,images/left/Nike_Air_More_Uptempo_96_Camo_left.jpg,images/back/Nike_Air_More_Uptempo_96_Camo_back.jpg,CJ6122-001,Black/Sail-Light British Tan-Asparagus-Outdoor Green-Celestial Gold,170.0,2019-06-28,black
563,https://stockx.com/nike-react-element-87-dusty-peach,Nike React Element 87 Dusty Peach,Other,Running,running,React Element 87,images/right/Nike_React_Element_87_Dusty_Peach_right.jpg,images/r_d/Nike_React_Element_87_Dusty_Peach_r_d.jpg,images/straight/Nike_React_Element_87_Dusty_Peach_straight.jpg,images/l_d/Nike_React_Element_87_Dusty_Peach_l_d.jpg,images/left/Nike_React_Element_87_Dusty_Peach_left.jpg,images/back/Nike_React_Element_87_Dusty_Peach_back.jpg,AQ1090-200,Dusty Peach/Atmosphere Grey-Deep Royal Blue-Lucid Green-Amarillo-Hyper Grape,160.0,2019-04-30,orange
564,https://stockx.com/nike-kobe-4-protro-carpe-diem,Nike Kobe 4 Protro Carpe Diem,Kobe,4,basketball,Kobe 4 Protro,images/right/Nike_Kobe_4_Protro_Carpe_Diem_right.jpg,images/r_d/Nike_Kobe_4_Protro_Carpe_Diem_r_d.jpg,images/straight/Nike_Kobe_4_Protro_Carpe_Diem_straight.jpg,images/l_d/Nike_Kobe_4_Protro_Carpe_Diem_l_d.jpg,images/left/Nike_Kobe_4_Protro_Carpe_Diem_left.jpg,images/back/Nike_Kobe_4_Protro_Carpe_Diem_back.jpg,AV6339-001,Black/Varsity Purple-Canyon Gold,175.0,2019-06-01,black
565,https://stockx.com/nike-air-force-1-low-a-cold-wall-black,Nike Air Force 1 Low A Cold Wall Black,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_A_Cold_Wall_Black_right.jpg,images/r_d/Nike_Air_Force_1_Low_A_Cold_Wall_Black_r_d.jpg,images/straight/Nike_Air_Force_1_Low_A_Cold_Wall_Black_straight.jpg,images/l_d/Nike_Air_Force_1_Low_A_Cold_Wall_Black_l_d.jpg,images/left/Nike_Air_Force_1_Low_A_Cold_Wall_Black_left.jpg,images/back/Nike_Air_Force_1_Low_A_Cold_Wall_Black_back.jpg,BQ6924-001,Black/White-Dark Grey,190.0,2018-12-21,black
566,https://stockx.com/nike-sb-dunk-high-fpar,Nike SB Dunk High FPAR,SB,SB Dunk High,skateboarding,SB Dunk High,images/right/Nike_SB_Dunk_High_FPAR_right.jpg,images/r_d/Nike_SB_Dunk_High_FPAR_r_d.jpg,images/straight/Nike_SB_Dunk_High_FPAR_straight.jpg,images/l_d/Nike_SB_Dunk_High_FPAR_l_d.jpg,images/left/Nike_SB_Dunk_High_FPAR_left.jpg,images/back/Nike_SB_Dunk_High_FPAR_back.jpg,BV1052-001,Black/Dark Grey-Black,0.0,2019-10-25,black
567,https://stockx.com/nike-zoom-vomero-5-a-cold-wall-black,Nike Zoom Vomero 5 A Cold Wall Black,Other,Running,running,Zoom Vomero 5,images/right/Nike_Zoom_Vomero_5_A_Cold_Wall_Black_right.jpg,images/r_d/Nike_Zoom_Vomero_5_A_Cold_Wall_Black_r_d.jpg,images/straight/Nike_Zoom_Vomero_5_A_Cold_Wall_Black_straight.jpg,images/l_d/Nike_Zoom_Vomero_5_A_Cold_Wall_Black_l_d.jpg,images/left/Nike_Zoom_Vomero_5_A_Cold_Wall_Black_left.jpg,images/back/Nike_Zoom_Vomero_5_A_Cold_Wall_Black_back.jpg,AT3152-001,Black/Black-Reflect Silver-Anthracite,200.0,2018-11-29,black
568,https://stockx.com/nike-air-max-97-have-a-nike-day-gs,Nike Air Max 97 Have a Nike Day (GS),Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_Have_a_Nike_Day_GS_right.jpg,images/r_d/Nike_Air_Max_97_Have_a_Nike_Day_GS_r_d.jpg,images/straight/Nike_Air_Max_97_Have_a_Nike_Day_GS_straight.jpg,images/l_d/Nike_Air_Max_97_Have_a_Nike_Day_GS_l_d.jpg,images/left/Nike_Air_Max_97_Have_a_Nike_Day_GS_left.jpg,images/back/Nike_Air_Max_97_Have_a_Nike_Day_GS_back.jpg,923288-500,Space Purple/White-Black-Bleached Coral,155.0,2019-03-01,purple
569,https://stockx.com/nike-air-vapormax-plus-paris-works-in-progress,Nike Air VaporMax Plus Paris Works in Progress,Air Max,VaporMax,air_max_vapormax,Air VaporMax Plus,images/right/Nike_Air_VaporMax_Plus_Paris_Works_in_Progress_right.jpg,images/r_d/Nike_Air_VaporMax_Plus_Paris_Works_in_Progress_r_d.jpg,images/straight/Nike_Air_VaporMax_Plus_Paris_Works_in_Progress_straight.jpg,images/l_d/Nike_Air_VaporMax_Plus_Paris_Works_in_Progress_l_d.jpg,images/left/Nike_Air_VaporMax_Plus_Paris_Works_in_Progress_left.jpg,images/back/Nike_Air_VaporMax_Plus_Paris_Works_in_Progress_back.jpg,CI1506-001,Grey/Yellow-White,240.0,2019-04-13,grey
570,https://stockx.com/nike-air-vapormax-2019-windbreaker,Nike Air VaporMax 2019 Windbreaker,Air Max,VaporMax,air_max_vapormax,Air VaporMax 2019,images/right/Nike_Air_VaporMax_2019_Windbreaker_right.jpg,images/r_d/Nike_Air_VaporMax_2019_Windbreaker_r_d.jpg,images/straight/Nike_Air_VaporMax_2019_Windbreaker_straight.jpg,images/l_d/Nike_Air_VaporMax_2019_Windbreaker_l_d.jpg,images/left/Nike_Air_VaporMax_2019_Windbreaker_left.jpg,images/back/Nike_Air_VaporMax_2019_Windbreaker_back.jpg,CI1240-023,Black/Black-Psychic Purple-Flash Crimson-University Gold-Kinetic Green,200.0,2019-07-01,black
571,https://stockx.com/nike-air-max-1-windbreaker,Nike Air Max 1 Windbreaker,Air Max,1,air_max_1,Air Max 1,images/right/Nike_Air_Max_1_Windbreaker_right.jpg,images/r_d/Nike_Air_Max_1_Windbreaker_r_d.jpg,images/straight/Nike_Air_Max_1_Windbreaker_straight.jpg,images/l_d/Nike_Air_Max_1_Windbreaker_l_d.jpg,images/left/Nike_Air_Max_1_Windbreaker_left.jpg,images/back/Nike_Air_Max_1_Windbreaker_back.jpg,AO1021-023,Black/Flash Crimson-Kinetic Green-Psychic Purple-University Gold-White,130.0,2019-07-01,black
572,https://stockx.com/nike-air-foamposite-one-floral,Nike Air Foamposite One Floral,Foamposite,1,foamposite,Air Foamposite One,images/right/Nike_Air_Foamposite_One_Floral_right.jpg,images/r_d/Nike_Air_Foamposite_One_Floral_r_d.jpg,images/straight/Nike_Air_Foamposite_One_Floral_straight.jpg,images/l_d/Nike_Air_Foamposite_One_Floral_l_d.jpg,images/left/Nike_Air_Foamposite_One_Floral_left.jpg,images/back/Nike_Air_Foamposite_One_Floral_back.jpg,314996-012,Black/Black-White,230.0,2019-02-14,black
573,https://stockx.com/nike-blazer-mid-77-pacific-blue,Nike Blazer Mid 77 Pacific Blue,Basketball,Other,basketball,Blazer Mid 77,images/right/Nike_Blazer_Mid_77_Pacific_Blue_right.jpg,images/r_d/Nike_Blazer_Mid_77_Pacific_Blue_r_d.jpg,images/straight/Nike_Blazer_Mid_77_Pacific_Blue_straight.jpg,images/l_d/Nike_Blazer_Mid_77_Pacific_Blue_l_d.jpg,images/left/Nike_Blazer_Mid_77_Pacific_Blue_left.jpg,images/back/Nike_Blazer_Mid_77_Pacific_Blue_back.jpg,BQ6806-400,Pacific Blue/Sail-White,100.0,2019-01-19,blue
574,https://stockx.com/nike-air-max-97-leopard-pack-black-w,Nike Air Max 97 Leopard Pack Black (W),Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_Leopard_Pack_Black_W_right.jpg,images/r_d/Nike_Air_Max_97_Leopard_Pack_Black_W_r_d.jpg,images/straight/Nike_Air_Max_97_Leopard_Pack_Black_W_straight.jpg,images/l_d/Nike_Air_Max_97_Leopard_Pack_Black_W_l_d.jpg,images/left/Nike_Air_Max_97_Leopard_Pack_Black_W_left.jpg,images/back/Nike_Air_Max_97_Leopard_Pack_Black_W_back.jpg,BV6113-001,Black/University Red-Print,160.0,2019-01-04,black
575,https://stockx.com/nike-air-max-90-grape,Nike Air Max 90 Grape,Air Max,90,air_max_90,Air Max 90,images/right/Nike_Air_Max_90_Grape_right.jpg,images/r_d/Nike_Air_Max_90_Grape_r_d.jpg,images/straight/Nike_Air_Max_90_Grape_straight.jpg,images/l_d/Nike_Air_Max_90_Grape_l_d.jpg,images/left/Nike_Air_Max_90_Grape_left.jpg,images/back/Nike_Air_Max_90_Grape_back.jpg,AJ1285-103,White/Black-Hyper Jade-Court Purple-Pure Platinum,110.0,2019-02-01,white
576,https://stockx.com/nike-react-element-55-gym-red,Nike React Element 55 Gym Red,Other,Running,running,React Element 55,images/right/Nike_React_Element_55_Gym_Red_right.jpg,images/r_d/Nike_React_Element_55_Gym_Red_r_d.jpg,images/straight/Nike_React_Element_55_Gym_Red_straight.jpg,images/l_d/Nike_React_Element_55_Gym_Red_l_d.jpg,images/left/Nike_React_Element_55_Gym_Red_left.jpg,images/back/Nike_React_Element_55_Gym_Red_back.jpg,BQ6166-601,Gym Red/Wolf Grey-White-Black,130.0,2019-01-01,red
577,https://stockx.com/nike-air-max-95-og-black-anthracite,Nike Air Max 95 OG Black Anthracite,Air Max,95,air_max,Air Max 95,images/right/Nike_Air_Max_95_OG_Black_Anthracite_right.jpg,images/r_d/Nike_Air_Max_95_OG_Black_Anthracite_r_d.jpg,images/straight/Nike_Air_Max_95_OG_Black_Anthracite_straight.jpg,images/l_d/Nike_Air_Max_95_OG_Black_Anthracite_l_d.jpg,images/left/Nike_Air_Max_95_OG_Black_Anthracite_left.jpg,images/back/Nike_Air_Max_95_OG_Black_Anthracite_back.jpg,AT2865-003,Black/Anthracite-Granite-White,160.0,2018-12-20,black
578,https://stockx.com/nike-kobe-1-protro-white-black-red,Nike Kobe 1 Protro White Black Red (All Star),Kobe,1,basketball,Kobe 1 Protro,images/right/Nike_Kobe_1_Protro_White_Black_Red_All_Star_right.jpg,images/r_d/Nike_Kobe_1_Protro_White_Black_Red_All_Star_r_d.jpg,images/straight/Nike_Kobe_1_Protro_White_Black_Red_All_Star_straight.jpg,images/l_d/Nike_Kobe_1_Protro_White_Black_Red_All_Star_l_d.jpg,images/left/Nike_Kobe_1_Protro_White_Black_Red_All_Star_left.jpg,images/back/Nike_Kobe_1_Protro_White_Black_Red_All_Star_back.jpg,AQ2728-102,White/Black-Varsity Red,175.0,2018-08-02,white
579,https://stockx.com/nike-air-max-720-obj-odell-beckham-jr-black,Nike Air Max 720 OBJ Odell Beckham Jr Black,Air Max,Other,air_max,Air Max 720,images/right/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_right.jpg,images/r_d/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_r_d.jpg,images/straight/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_straight.jpg,images/l_d/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_l_d.jpg,images/left/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_left.jpg,images/back/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_back.jpg,CK2531-002,Black/Summit White-Red Orbit,200.0,2019-11-05,black
580,https://stockx.com/nike-air-max-720-sea-forest,Nike Air Max 720 Sea Forest,Air Max,Other,air_max,Air Max 720,images/right/Nike_Air_Max_720_Sea_Forest_right.jpg,images/r_d/Nike_Air_Max_720_Sea_Forest_r_d.jpg,images/straight/Nike_Air_Max_720_Sea_Forest_straight.jpg,images/l_d/Nike_Air_Max_720_Sea_Forest_l_d.jpg,images/left/Nike_Air_Max_720_Sea_Forest_left.jpg,images/back/Nike_Air_Max_720_Sea_Forest_back.jpg,AO2924-400,Deep Royal Blue/Black-Hyper Jade,180.0,2019-02-28,blue
581,https://stockx.com/nike-air-force-1-sage-low-particle-beige-w,Nike Air Force 1 Sage Low Particle Beige (W),Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Sage_Low_Particle_Beige_W_right.jpg,images/r_d/Nike_Air_Force_1_Sage_Low_Particle_Beige_W_r_d.jpg,images/straight/Nike_Air_Force_1_Sage_Low_Particle_Beige_W_straight.jpg,images/l_d/Nike_Air_Force_1_Sage_Low_Particle_Beige_W_l_d.jpg,images/left/Nike_Air_Force_1_Sage_Low_Particle_Beige_W_left.jpg,images/back/Nike_Air_Force_1_Sage_Low_Particle_Beige_W_back.jpg,AR5339-201,Particle Beige/Particle Beige-Phantom,100.0,2018-10-05,neutral
582,https://stockx.com/nike-lebron-7-x-mas-2019,Nike LeBron 7 Christmas (2019),LeBron,7,basketball,LeBron 7 Christmas,images/right/Nike_LeBron_7_Christmas_2019_right.jpg,images/r_d/Nike_LeBron_7_Christmas_2019_r_d.jpg,images/straight/Nike_LeBron_7_Christmas_2019_straight.jpg,images/l_d/Nike_LeBron_7_Christmas_2019_l_d.jpg,images/left/Nike_LeBron_7_Christmas_2019_left.jpg,images/back/Nike_LeBron_7_Christmas_2019_back.jpg,CU5133-600,Team Red/Metallic Silver-Black-Hot Red,200.0,2019-12-19,red
583,https://stockx.com/nike-air-flightposite-1-black-topaz-mist,Nike Air Flightposite 1 Black Topaz Mist,Basketball,Other,basketball,Air Flightposite 1,images/right/Nike_Air_Flightposite_1_Black_Topaz_Mist_right.jpg,images/r_d/Nike_Air_Flightposite_1_Black_Topaz_Mist_r_d.jpg,images/straight/Nike_Air_Flightposite_1_Black_Topaz_Mist_straight.jpg,images/l_d/Nike_Air_Flightposite_1_Black_Topaz_Mist_l_d.jpg,images/left/Nike_Air_Flightposite_1_Black_Topaz_Mist_left.jpg,images/back/Nike_Air_Flightposite_1_Black_Topaz_Mist_back.jpg,AO9378-001,Black/Topaz Mist,200.0,2019-05-04,black
584,https://stockx.com/nike-air-force-1-low-nba-paris-game,Nike Air Force 1 Low NBA Paris Game,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_NBA_Paris_Game_right.jpg,images/r_d/Nike_Air_Force_1_Low_NBA_Paris_Game_r_d.jpg,images/straight/Nike_Air_Force_1_Low_NBA_Paris_Game_straight.jpg,images/l_d/Nike_Air_Force_1_Low_NBA_Paris_Game_l_d.jpg,images/left/Nike_Air_Force_1_Low_NBA_Paris_Game_left.jpg,images/back/Nike_Air_Force_1_Low_NBA_Paris_Game_back.jpg,CW2367-100,White/White,0.0,2020-01-24,white
585,https://stockx.com/nike-air-barrage-mid-raptors,Nike Air Barrage Mid Raptors,Other,Training,training,Air Barrage Mid,images/right/Nike_Air_Barrage_Mid_Raptors_right.jpg,images/r_d/Nike_Air_Barrage_Mid_Raptors_r_d.jpg,images/straight/Nike_Air_Barrage_Mid_Raptors_straight.jpg,images/l_d/Nike_Air_Barrage_Mid_Raptors_l_d.jpg,images/left/Nike_Air_Barrage_Mid_Raptors_left.jpg,images/back/Nike_Air_Barrage_Mid_Raptors_back.jpg,CD9329-001,Black/White-Hyper Grape-University Red,150.0,2019-07-01,black
586,https://stockx.com/nike-air-foamposite-one-legion-green,Nike Air Foamposite One Legion Green,Foamposite,1,foamposite,Air Foamposite One,images/right/Nike_Air_Foamposite_One_Legion_Green_right.jpg,images/r_d/Nike_Air_Foamposite_One_Legion_Green_r_d.jpg,images/straight/Nike_Air_Foamposite_One_Legion_Green_straight.jpg,images/l_d/Nike_Air_Foamposite_One_Legion_Green_l_d.jpg,images/left/Nike_Air_Foamposite_One_Legion_Green_left.jpg,images/back/Nike_Air_Foamposite_One_Legion_Green_back.jpg,314996-301,Legion Green/Black-Black,230.0,2017-11-22,green
587,https://stockx.com/nike-zoom-fly-mercurial-off-white-black,Nike Zoom Fly Mercurial Off-White Black,Other,Running,running,Zoom Fly Mercurial,images/right/Nike_Zoom_Fly_Mercurial_Off-White_Black_right.jpg,images/r_d/Nike_Zoom_Fly_Mercurial_Off-White_Black_r_d.jpg,images/straight/Nike_Zoom_Fly_Mercurial_Off-White_Black_straight.jpg,images/l_d/Nike_Zoom_Fly_Mercurial_Off-White_Black_l_d.jpg,images/left/Nike_Zoom_Fly_Mercurial_Off-White_Black_left.jpg,images/back/Nike_Zoom_Fly_Mercurial_Off-White_Black_back.jpg,AO2115-001,Black/Volt-White,200.0,2018-06-14,black
588,https://stockx.com/nike-zoom-vomero-5-electric-green-black,Nike Zoom Vomero 5 Electric Green Black,Other,Running,running,Zoom Vomero 5,images/right/Nike_Zoom_Vomero_5_Electric_Green_Black_right.jpg,images/r_d/Nike_Zoom_Vomero_5_Electric_Green_Black_r_d.jpg,images/straight/Nike_Zoom_Vomero_5_Electric_Green_Black_straight.jpg,images/l_d/Nike_Zoom_Vomero_5_Electric_Green_Black_l_d.jpg,images/left/Nike_Zoom_Vomero_5_Electric_Green_Black_left.jpg,images/back/Nike_Zoom_Vomero_5_Electric_Green_Black_back.jpg,CI1694-300,Electric Green/Black-Sail,160.0,2019-04-17,green
589,https://stockx.com/nike-air-max-97-undftd-black,Nike Air Max 97 UNDFTD Black,Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_UNDFTD_Black_right.jpg,images/r_d/Nike_Air_Max_97_UNDFTD_Black_r_d.jpg,images/straight/Nike_Air_Max_97_UNDFTD_Black_straight.jpg,images/l_d/Nike_Air_Max_97_UNDFTD_Black_l_d.jpg,images/left/Nike_Air_Max_97_UNDFTD_Black_left.jpg,images/back/Nike_Air_Max_97_UNDFTD_Black_back.jpg,AJ1986-001,Black/Gorge Green-White-Speed Red,180.0,2017-09-16,black
590,https://stockx.com/nike-air-max-97-jacket-pack,Nike Air Max 97 Jacket Pack,Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_Jacket_Pack_right.jpg,images/r_d/Nike_Air_Max_97_Jacket_Pack_r_d.jpg,images/straight/Nike_Air_Max_97_Jacket_Pack_straight.jpg,images/l_d/Nike_Air_Max_97_Jacket_Pack_l_d.jpg,images/left/Nike_Air_Max_97_Jacket_Pack_left.jpg,images/back/Nike_Air_Max_97_Jacket_Pack_back.jpg,AT6145-600,Team Red/Midnight Spruce,170.0,2018-10-19,red
591,https://stockx.com/nike-air-max-90-city-pack-shanghai-2020,Nike Air Max 90 City Pack Shanghai (2020),Air Max,90,air_max_90,Air Max 90,images/right/Nike_Air_Max_90_City_Pack_Shanghai_2020_right.jpg,images/r_d/Nike_Air_Max_90_City_Pack_Shanghai_2020_r_d.jpg,images/straight/Nike_Air_Max_90_City_Pack_Shanghai_2020_straight.jpg,images/l_d/Nike_Air_Max_90_City_Pack_Shanghai_2020_l_d.jpg,images/left/Nike_Air_Max_90_City_Pack_Shanghai_2020_left.jpg,images/back/Nike_Air_Max_90_City_Pack_Shanghai_2020_back.jpg,CT9140-001,Black/Pacific Blue-University Gold-Metallic Silver,140.0,2020-02-10,black
592,https://stockx.com/nike-air-max-97-black-white-anthricite,Nike Air Max 97 Black White Anthricite,Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_Black_White_Anthricite_right.jpg,images/r_d/Nike_Air_Max_97_Black_White_Anthricite_r_d.jpg,images/straight/Nike_Air_Max_97_Black_White_Anthricite_straight.jpg,images/l_d/Nike_Air_Max_97_Black_White_Anthricite_l_d.jpg,images/left/Nike_Air_Max_97_Black_White_Anthricite_left.jpg,images/back/Nike_Air_Max_97_Black_White_Anthricite_back.jpg,921826-015,Black/White-Anthracite,160.0,2019-06-10,black
